FECHA;HORA;G2_VT_1RLA;G2_VT_1RLO;G2_VT_2RLA;G2_VT_2RLO;G2_VT_ALO;G2_JT_GEN_P;G2_ZT_INY1;G2_ZT_INY2;G2_ZT_INY3;G2_ZT_INY4;G2_ZT_INY5;G2_ZT_INY6
19-07-2019;10:58:21;1.1429;0.512856;1.39422;0.446479;0.785382;12690;75.0805;74.7387;0;74.7188;74.7738;0
19-07-2019;10:58:22;1.26299;0.531929;1.34539;0.352789;0.81178;12690;75.0408;74.7005;0;74.754;74.7387;0
19-07-2019;10:58:23;1.27443;0.502022;1.57122;0.288548;0.77409;12650;74.9676;74.6654;0;74.7188;74.6654;0
19-07-2019;10:58:24;1.16503;0.520638;1.42443;0.281224;0.721447;12620;74.9325;74.6242;0;74.641;74.7005;0
19-07-2019;10:58:25;1.33806;0.505531;1.33425;0.273747;0.796216;12600;74.9325;74.6242;0;74.641;74.6242;0
19-07-2019;10:58:26;1.13512;0.509346;1.29656;0.281224;0.740063;12600;74.9325;74.5891;0;74.6029;74.6242;0
19-07-2019;10:58:27;0.958419;0.509346;1.39422;0.314946;0.725414;12590;74.9325;74.5495;0;74.5632;74.5846;0
19-07-2019;10:58:28;1.04143;0.49424;1.35698;0.333867;0.751659;12570;74.8516;74.5144;0;74.6029;74.5495;0
19-07-2019;10:58:29;1.12383;0.502022;1.36446;0.30396;0.728923;12540;74.8516;74.5495;0;74.5632;74.5846;0
19-07-2019;10:58:30;1.19554;0.490425;1.34188;0.273747;0.747845;12530;74.8943;74.5495;0;74.5632;74.5846;0
19-07-2019;10:58:31;1.1014;0.509346;1.5259;0.288548;0.785382;12550;74.8165;74.5495;0;74.5632;74.5495;0
19-07-2019;10:58:32;1.13863;0.505531;1.58602;0.273747;0.864424;12570;74.8516;74.5144;0;74.5281;74.5846;0
19-07-2019;10:58:33;1.13512;0.512856;1.41711;0.326543;0.751659;12570;74.8516;74.5495;0;74.5281;74.5495;0
19-07-2019;10:58:34;1.05226;0.505531;1.45815;0.30396;0.690929;12570;74.8165;74.5495;0;74.5281;74.5113;0
19-07-2019;10:58:35;1.30434;0.52842;1.43603;0.326543;0.785382;12600;74.8516;74.5144;0;74.49;74.5846;0
19-07-2019;10:58:36;1.16503;0.505531;1.55962;0.318761;0.702525;12630;74.8165;74.4762;0;74.49;74.5495;0
19-07-2019;10:58:37;1.13863;0.505531;1.40963;0.277714;0.796216;12630;74.8165;74.4762;0;74.4549;74.5113;0
19-07-2019;10:58:38;1.15755;0.573281;1.31914;0.382696;0.838026;12640;74.7433;74.4381;0;74.4549;74.5113;0
19-07-2019;10:58:39;1.12383;0.520638;1.29274;0.330053;0.766461;12630;74.7433;74.4381;0;74.4549;74.4381;0
19-07-2019;10:58:40;1.20287;0.543069;1.45815;0.405432;0.76997;12640;74.7433;74.403;0;74.3771;74.4381;0
19-07-2019;10:58:41;1.04875;0.520638;1.38689;0.318761;0.788891;12640;74.7036;74.403;0;74.3771;74.403;0
19-07-2019;10:58:42;1.13512;0.505531;1.31914;0.326543;0.743572;12640;74.6685;74.3603;0;74.3771;74.403;0
19-07-2019;10:58:43;1.18395;0.49424;1.5108;0.326543;0.781567;12640;74.7036;74.3252;0;74.3771;74.403;0
19-07-2019;10:58:44;1.02586;0.502022;1.55962;0.322271;0.70985;12620;74.6303;74.3252;0;74.3771;74.3603;0
19-07-2019;10:58:45;1.13512;0.490425;1.48867;0.281224;0.728923;12620;74.6685;74.3603;0;74.3389;74.3603;0
19-07-2019;10:58:46;1.12779;0.512856;1.42824;0.266117;0.743572;12610;74.6303;74.3252;0;74.3008;74.3603;0
19-07-2019;10:58:47;1.32296;0.516823;1.34188;0.341192;0.886854;12620;74.5891;74.3252;0;74.2657;74.287;0
19-07-2019;10:58:48;1.19905;0.531929;1.31167;0.273747;0.766461;12610;74.6303;74.3252;0;74.3008;74.3221;0
19-07-2019;10:58:49;1.31945;0.520638;1.43175;0.333867;0.796216;12610;74.5891;74.3252;0;74.2657;74.3221;0
19-07-2019;10:58:50;1.28191;0.49424;1.42443;0.25864;0.725414;12580;74.5891;74.2519;0;74.2657;74.287;0
19-07-2019;10:58:51;1.0901;0.512856;1.33074;0.311437;0.683604;12590;74.5541;74.2122;0;74.2275;74.287;0
19-07-2019;10:58:52;1.03746;0.49424;1.55612;0.307469;0.800488;12600;74.5541;74.2519;0;74.2275;74.2122;0
19-07-2019;10:58:53;0.996109;0.524147;1.42443;0.360113;0.781567;12560;74.5144;74.2122;0;74.1909;74.2122;0
19-07-2019;10:58:54;1.16503;0.512856;1.32647;0.273747;0.76997;12560;74.5144;74.2122;0;74.1909;74.1741;0
19-07-2019;10:58:55;1.14641;0.475624;1.57855;0.266117;0.732738;12540;74.4411;74.2122;0;74.1909;74.1741;0
19-07-2019;10:58:56;1.25551;0.512856;1.43175;0.314946;0.740063;12540;74.5144;74.1741;0;74.1909;74.1741;0
19-07-2019;10:58:57;1.11223;0.509346;1.31914;0.281224;0.758984;12530;74.4411;74.1741;0;74.1909;74.1741;0
19-07-2019;10:58:58;1.10491;0.554665;1.33425;0.345006;0.755169;12520;74.4793;74.2122;0;74.1146;74.2122;0
19-07-2019;10:58:59;1.30816;0.516823;1.31167;0.273747;0.717327;12500;74.4411;74.1741;0;74.1146;74.2122;0
19-07-2019;10:59:00;1.2517;0.479133;1.40551;0.281224;0.721447;12500;74.4793;74.1741;0;74.1146;74.1741;0
19-07-2019;10:59:01;1.12779;0.502022;1.36446;0.345006;0.77409;12500;74.4411;74.1741;0;74.1909;74.1741;0
19-07-2019;10:59:02;0.980545;0.479133;1.28145;0.318761;0.762493;12490;74.4793;74.1741;0;74.1909;74.1741;0
19-07-2019;10:59:03;1.05608;0.48661;1.39803;0.307469;0.717327;12490;74.4411;74.1741;0;74.1909;74.1741;0
19-07-2019;10:59:04;1.13512;0.48661;1.2137;0.300145;0.766461;12480;74.4411;74.2122;0;74.1909;74.2122;0
19-07-2019;10:59:05;1.19127;0.509346;1.32647;0.30396;0.70634;12530;74.4793;74.2122;0;74.1497;74.1741;0
19-07-2019;10:59:06;1.10872;0.490425;1.34936;0.30396;0.785382;12550;74.4411;74.1741;0;74.1909;74.2122;0
19-07-2019;10:59:07;1.12001;0.509346;1.52239;0.292363;0.766461;12560;74.4793;74.139;0;74.1497;74.1741;0
19-07-2019;10:59:08;1.18395;0.502022;1.36446;0.30396;0.747845;12580;74.5144;74.2122;0;74.1146;74.1741;0
19-07-2019;10:59:09;1.09758;0.524147;1.59747;0.288548;0.838026;12590;74.4411;74.139;0;74.1146;74.139;0
19-07-2019;10:59:10;1.05959;0.535744;1.43954;0.288548;0.751659;12590;74.4793;74.139;0;74.1146;74.139;0
19-07-2019;10:59:11;1.07851;0.49424;1.25521;0.348516;0.728923;12640;74.406;74.0963;0;74.1146;74.139;0
19-07-2019;10:59:12;1.1014;0.497749;1.47707;0.307469;0.758984;12630;74.3679;74.0612;0;74.0368;74.0963;0
19-07-2019;10:59:13;0.988632;0.467994;1.50347;0.330053;0.743572;12630;74.3679;74.0963;0;74.0368;74.0963;0
19-07-2019;10:59:14;1.04143;0.52842;1.56771;0.330053;0.792706;12630;74.3328;74.0963;0;74.0368;74.0581;0
19-07-2019;10:59:15;1.07851;0.502022;1.51507;0.322271;0.819104;12630;74.3679;74.023;0;73.9635;73.9849;0
19-07-2019;10:59:16;1.26299;0.479133;1.37911;0.254826;0.792706;12650;74.2901;73.9498;0;73.9635;74.023;0
19-07-2019;10:59:17;1.10872;0.49424;1.5259;0.273747;0.81529;12620;74.2519;73.9498;0;73.9635;73.9498;0
19-07-2019;10:59:18;1.21019;0.49424;1.28542;0.318761;0.826886;12590;74.2168;73.9101;0;73.8857;73.9101;0
19-07-2019;10:59:19;1.07851;0.505531;1.24392;0.295872;0.713817;12590;74.2168;73.875;0;73.8857;73.875;0
19-07-2019;10:59:20;1.06737;0.48661;1.30785;0.348516;0.758984;12610;74.1772;73.875;0;73.8857;73.9101;0
19-07-2019;10:59:21;1.04494;0.49424;1.38689;0.30396;0.70985;12620;74.1772;73.875;0;73.8125;73.875;0
19-07-2019;10:59:22;1.20287;0.502022;1.34188;0.352789;0.725414;12600;74.1772;73.7987;0;73.8857;73.8338;0
19-07-2019;10:59:23;1.13863;0.543069;1.34539;0.292363;0.758984;12600;74.1421;73.8338;0;73.7743;73.7987;0
19-07-2019;10:59:24;1.25551;0.520638;1.34539;0.266117;0.690929;12580;74.1421;73.7987;0;73.8506;73.8338;0
19-07-2019;10:59:25;1.29656;0.479133;1.5523;0.243229;0.796216;12590;74.1421;73.7591;0;73.7743;73.7987;0
19-07-2019;10:59:26;1.18395;0.524147;1.45083;0.397803;0.807813;12590;74.1039;73.7987;0;73.7392;73.8338;0
19-07-2019;10:59:27;1.13863;0.502022;1.37911;0.300145;0.751659;12590;74.1039;73.7591;0;73.7392;73.7987;0
19-07-2019;10:59:28;1.14641;0.535744;1.48455;0.356298;0.77409;12590;74.1039;73.7987;0;73.7392;73.7987;0
19-07-2019;10:59:29;1.10491;0.539254;1.48455;0.307469;0.732738;12580;74.1039;73.7987;0;73.7743;73.7591;0
19-07-2019;10:59:30;1.12779;0.49424;1.47326;0.314946;0.70634;12580;74.0688;73.7591;0;73.6995;73.7591;0
19-07-2019;10:59:31;1.18044;0.49424;1.45815;0.288548;0.800488;12590;74.0688;73.7591;0;73.7392;73.7591;0
19-07-2019;10:59:32;1.01854;0.49424;1.46593;0.269627;0.740063;12590;74.0688;73.724;0;73.7392;73.7591;0
19-07-2019;10:59:33;1.10491;0.490425;1.38338;0.26215;0.781567;12580;74.0261;73.7591;0;73.6645;73.7591;0
19-07-2019;10:59:34;1.19554;0.497749;1.5523;0.273747;0.751659;12570;73.9879;73.7591;0;73.6995;73.7209;0
19-07-2019;10:59:35;1.19127;0.512856;1.41711;0.386511;0.762493;12570;73.9879;73.724;0;73.6995;73.6858;0
19-07-2019;10:59:36;1.10491;0.516823;1.46242;0.281224;0.778058;12570;73.9529;73.6477;0;73.6645;73.6858;0
19-07-2019;10:59:37;1.12383;0.490425;1.27031;0.36759;0.77409;12570;73.9879;73.6858;0;73.6645;73.6477;0
19-07-2019;10:59:38;1.16503;0.550546;1.16503;0.356298;0.860456;12560;73.9529;73.6477;0;73.6233;73.6477;0
19-07-2019;10:59:39;1.15755;0.547036;1.26299;0.439155;0.788891;12570;73.9529;73.6126;0;73.6645;73.6477;0
19-07-2019;10:59:40;1.23659;0.539254;1.30785;0.345006;0.796216;12560;73.9147;73.6126;0;73.5882;73.6477;0
19-07-2019;10:59:41;1.34188;0.505531;1.46242;0.401312;0.834211;12560;73.9529;73.5698;0;73.6645;73.6858;0
19-07-2019;10:59:42;1.21767;0.497749;1.38338;0.307469;0.785382;12560;73.8796;73.5698;0;73.6233;73.6477;0
19-07-2019;10:59:43;1.13512;0.49424;1.28542;0.307469;0.785382;12540;73.9529;73.5698;0;73.5882;73.6126;0
19-07-2019;10:59:44;1.1429;0.49424;1.36446;0.345006;0.755169;12560;73.8796;73.5698;0;73.5485;73.6126;0
19-07-2019;10:59:45;1.06386;0.524147;1.22118;0.300145;0.717327;12570;73.8796;73.5698;0;73.5485;73.5698;0
19-07-2019;10:59:46;1.22927;0.502022;1.53719;0.269627;0.736248;12560;73.8399;73.5348;0;73.5485;73.5698;0
19-07-2019;10:59:47;1.15023;0.497749;1.42443;0.254826;0.721447;12550;73.8399;73.5348;0;73.5882;73.5348;0
19-07-2019;10:59:48;1.05226;0.535744;1.51858;0.356298;0.740063;12550;73.8796;73.5698;0;73.5103;73.6126;0
19-07-2019;10:59:49;1.01503;0.49424;1.57504;0.300145;0.785382;12550;73.8399;73.5348;0;73.5103;73.5348;0
19-07-2019;10:59:50;1.06737;0.490425;1.34539;0.322271;0.867933;12550;73.8399;73.5348;0;73.5103;73.5348;0
19-07-2019;10:59:51;1.04143;0.471504;1.38689;0.295872;0.699016;12550;73.8399;73.4966;0;73.5103;73.4966;0
19-07-2019;10:59:52;1.28191;0.516823;1.39071;0.352789;0.758984;12550;73.8399;73.4966;0;73.5103;73.4966;0
19-07-2019;10:59:53;1.13863;0.502022;1.41711;0.311437;0.792706;12560;73.8048;73.4966;0;73.5103;73.4966;0
19-07-2019;10:59:54;1.23659;0.52842;1.66491;0.341192;0.743572;12560;73.8048;73.4615;0;73.5103;73.4966;0
19-07-2019;10:59:55;1.16915;0.509346;1.4995;0.311437;0.77409;12560;73.7636;73.4966;0;73.4752;73.4966;0
19-07-2019;10:59:56;1.09758;0.516823;1.31914;0.352789;0.747845;12550;73.8048;73.4966;0;73.5103;73.4966;0
19-07-2019;10:59:57;1.1313;0.520638;1.30785;0.277714;0.830701;12540;73.7636;73.4234;0;73.5103;73.4585;0
19-07-2019;10:59:58;1.11223;0.502022;1.48455;0.345006;0.751659;12540;73.7636;73.4234;0;73.4371;73.4585;0
19-07-2019;10:59:59;1.12001;0.524147;1.45083;0.288548;0.77409;12530;73.8048;73.4615;0;73.4752;73.4585;0
19-07-2019;11:00:00;1.16915;0.509346;1.48867;0.318761;0.800488;12560;73.7636;73.4234;0;73.4371;73.4585;0
19-07-2019;11:00:01;1.14641;0.505531;1.48455;0.337682;0.717327;12560;73.724;73.4234;0;73.4752;73.4585;0
19-07-2019;11:00:02;1.12383;0.49424;1.42443;0.288548;0.728923;12530;73.724;73.4234;0;73.402;73.4585;0
19-07-2019;11:00:03;1.075;0.581064;1.33425;0.442969;0.792706;12520;73.724;73.4234;0;73.402;73.4234;0
19-07-2019;11:00:04;1.08248;0.490425;1.38338;0.285039;0.66453;12520;73.6889;73.4615;0;73.3593;73.4234;0
19-07-2019;11:00:05;1.05226;0.502022;1.39071;0.326543;0.732738;12530;73.724;73.4234;0;73.3593;73.4234;0
19-07-2019;11:00:06;1.26299;0.49424;1.71405;0.314946;0.721447;12550;73.724;73.4234;0;73.402;73.3837;0
19-07-2019;11:00:07;1.21767;0.539254;1.37911;0.311437;0.819104;12530;73.6889;73.3837;0;73.3593;73.4234;0
19-07-2019;11:00:08;1.21019;0.516823;1.23278;0.36408;0.690929;12510;73.6507;73.4234;0;73.3593;73.4585;0
19-07-2019;11:00:09;0.980545;0.524147;1.49218;0.322271;0.743572;12510;73.6507;73.3486;0;73.3593;73.3837;0
19-07-2019;11:00:10;1.03746;0.562142;1.34936;0.322271;0.81529;12510;73.6507;73.3486;0;73.3593;73.3837;0
19-07-2019;11:00:11;1.08248;0.509346;1.37911;0.337682;0.788891;12530;73.6507;73.3486;0;73.3593;73.3837;0
19-07-2019;11:00:12;1.19127;0.502022;1.33074;0.322271;0.785382;12550;73.6507;73.3486;0;73.402;73.4585;0
19-07-2019;11:00:13;1.15023;0.48661;1.47326;0.285039;0.800488;12520;73.6507;73.3837;0;73.3242;73.3837;0
19-07-2019;11:00:14;1.13863;0.509346;1.41314;0.30396;0.781567;12500;73.6507;73.4234;0;73.3593;73.3486;0
19-07-2019;11:00:15;1.05959;0.49424;1.21019;0.322271;0.755169;12530;73.6889;73.3486;0;73.3593;73.3837;0
19-07-2019;11:00:16;1.04494;0.502022;1.30785;0.295872;0.804303;12550;73.6507;73.3837;0;73.3593;73.3486;0
19-07-2019;11:00:17;1.14641;0.48661;1.50698;0.300145;0.894179;12560;73.6889;73.3486;0;73.3242;73.3486;0
19-07-2019;11:00:18;1.18044;0.49424;1.53719;0.292363;0.890669;12530;73.6156;73.3486;0;73.3242;73.3486;0
19-07-2019;11:00:19;1.09758;0.48661;1.34539;0.311437;0.725414;12530;73.6507;73.3486;0;73.286;73.3074;0
19-07-2019;11:00:20;1.12779;0.516823;1.37911;0.266117;0.70634;12520;73.6507;73.3486;0;73.3242;73.3074;0
19-07-2019;11:00:21;1.15023;0.543069;1.34188;0.314946;0.81178;12550;73.6507;73.3486;0;73.286;73.3486;0
19-07-2019;11:00:22;0.992142;0.502022;1.51858;0.295872;0.804303;12530;73.6507;73.3074;0;73.3242;73.3074;0
19-07-2019;11:00:23;1.075;0.479133;1.62387;0.30396;0.762493;12530;73.6156;73.3074;0;73.286;73.3837;0
19-07-2019;11:00:24;1.25902;0.48661;1.35698;0.251316;0.732738;12520;73.6156;73.2723;0;73.286;73.3486;0
19-07-2019;11:00:25;1.1429;0.512856;1.23659;0.326543;0.740063;12510;73.5775;73.3074;0;73.286;73.3074;0
19-07-2019;11:00:26;1.20668;0.531929;1.48089;0.36408;0.751659;12510;73.5775;73.2723;0;73.286;73.2723;0
19-07-2019;11:00:27;1.10491;0.49424;1.50347;0.26215;0.76997;12540;73.5775;73.2723;0;73.2479;73.2723;0
19-07-2019;11:00:28;1.16915;0.48661;1.32296;0.281224;0.762493;12530;73.5775;73.2723;0;73.2479;73.2723;0
19-07-2019;11:00:29;1.25551;0.516823;1.29274;0.341192;0.755169;12530;73.5775;73.2326;0;73.2479;73.3074;0
19-07-2019;11:00:30;1.09758;0.49424;1.51858;0.251316;0.721447;12510;73.5775;73.2326;0;73.2113;73.2723;0
19-07-2019;11:00:31;1.0901;0.502022;1.37179;0.269627;0.755169;12520;73.5424;73.2326;0;73.286;73.2723;0
19-07-2019;11:00:32;1.05608;0.516823;1.49599;0.337682;0.736248;12530;73.5775;73.2326;0;73.2113;73.2326;0
19-07-2019;11:00:33;1.18395;0.524147;1.29656;0.341192;0.781567;12530;73.5424;73.2326;0;73.1731;73.2326;0
19-07-2019;11:00:34;1.32296;0.539254;1.37179;0.345006;0.845502;12500;73.5775;73.2326;0;73.2479;73.2326;0
19-07-2019;11:00:35;1.31563;0.502022;1.42061;0.330053;0.796216;12510;73.4997;73.1975;0;73.2479;73.2723;0
19-07-2019;11:00:36;1.07851;0.524147;1.46593;0.307469;0.792706;12510;73.5424;73.2723;0;73.2479;73.3074;0
19-07-2019;11:00:37;1.15755;0.524147;1.31914;0.292363;0.721447;12510;73.5424;73.2326;0;73.2113;73.2326;0
19-07-2019;11:00:38;1.09758;0.471504;1.17266;0.360113;0.762493;12530;73.5775;73.1975;0;73.2113;73.2326;0
19-07-2019;11:00:39;1.12001;0.497749;1.44335;0.397803;0.747845;12520;73.5424;73.1975;0;73.1731;73.2326;0
19-07-2019;11:00:40;1.1313;0.479133;1.44335;0.295872;0.81178;12510;73.5424;73.2326;0;73.2113;73.2326;0
19-07-2019;11:00:41;1.05959;0.509346;1.28542;0.326543;0.807813;12520;73.4997;73.2326;0;73.2479;73.2723;0
19-07-2019;11:00:42;1.03746;0.543069;1.35286;0.348516;0.871748;12530;73.5424;73.2326;0;73.2113;73.2326;0
19-07-2019;11:00:43;1.1014;0.516823;1.2665;0.30396;0.807813;12520;73.5424;73.1975;0;73.2113;73.2326;0
19-07-2019;11:00:44;1.10872;0.490425;1.4995;0.300145;0.785382;12520;73.4997;73.1975;0;73.2113;73.2326;0
19-07-2019;11:00:45;1.29305;0.49424;1.32647;0.333867;0.713817;12510;73.5424;73.1975;0;73.2479;73.2326;0
19-07-2019;11:00:46;1.00694;0.49424;1.29656;0.36408;0.751659;12510;73.4997;73.1975;0;73.2113;73.1945;0
19-07-2019;11:00:47;1.12779;0.48661;1.39071;0.314946;0.721447;12510;73.4997;73.1975;0;73.2113;73.1945;0
19-07-2019;11:00:48;1.08248;0.531929;1.49599;0.356298;0.672618;12520;73.5775;73.1975;0;73.2113;73.2326;0
19-07-2019;11:00:49;1.05226;0.49424;1.28542;0.427558;0.743572;12520;73.4997;73.1975;0;73.1731;73.1945;0
19-07-2019;11:00:50;1.10491;0.52842;1.39803;0.30396;0.743572;12520;73.4997;73.1594;0;73.2113;73.1594;0
19-07-2019;11:00:51;0.939498;0.475624;1.31563;0.288548;0.676127;12520;73.5424;73.1594;0;73.1731;73.2326;0
19-07-2019;11:00:52;1.01854;0.48661;1.27031;0.345006;0.70634;12520;73.4997;73.1975;0;73.1731;73.1945;0
19-07-2019;11:00:53;1.05226;0.550546;1.17647;0.397803;0.76997;12500;73.4997;73.1975;0;73.1731;73.1594;0
19-07-2019;11:00:54;0.965896;0.48661;1.44335;0.288548;0.668803;12500;73.4615;73.1594;0;73.1731;73.1594;0
19-07-2019;11:00:55;1.02235;0.49424;1.34539;0.348516;0.736248;12530;73.4615;73.1594;0;73.1731;73.1594;0
19-07-2019;11:00:56;1.05226;0.505531;1.36049;0.393835;0.683604;12530;73.4997;73.1594;0;73.1731;73.1945;0
19-07-2019;11:00:57;1.12383;0.516823;1.40551;0.318761;0.695201;12510;73.4615;73.1594;0;73.1731;73.1594;0
19-07-2019;11:00:58;1.16152;0.497749;1.2137;0.285039;0.70634;12510;73.4264;73.1594;0;73.1731;73.1594;0
19-07-2019;11:00:59;1.02983;0.524147;1.23659;0.337682;0.702525;12500;73.4997;73.1212;0;73.138;73.1594;0
19-07-2019;11:01:00;1.15023;0.48661;1.34188;0.341192;0.736248;12510;73.4615;73.1212;0;73.138;73.1594;0
19-07-2019;11:01:01;1.15755;0.497749;1.31914;0.333867;0.788891;12510;73.4264;73.1212;0;73.1731;73.1594;0
19-07-2019;11:01:02;1.04143;0.531929;1.36446;0.360113;0.804303;12520;73.4615;73.1212;0;73.1731;73.1594;0
19-07-2019;11:01:03;1.13863;0.502022;1.34936;0.36759;0.76997;12500;73.4615;73.1594;0;73.138;73.1212;0
19-07-2019;11:01:04;1.10872;0.479133;1.39071;0.273747;0.732738;12510;73.4997;73.1594;0;73.1731;73.1594;0
19-07-2019;11:01:05;1.01854;0.509346;1.31167;0.288548;0.766461;12510;73.4264;73.1212;0;73.1731;73.1594;0
19-07-2019;11:01:06;1.13863;0.483101;1.22118;0.379187;0.713817;12510;73.4615;73.1212;0;73.138;73.1594;0
19-07-2019;11:01:07;1.10872;0.52842;1.24392;0.281224;0.680095;12510;73.4264;73.1594;0;73.1731;73.1945;0
19-07-2019;11:01:08;1.13863;0.52842;1.2665;0.322271;0.826886;12520;73.4615;73.1212;0;73.138;73.1594;0
19-07-2019;11:01:09;1.16152;0.512856;1.45815;0.371405;0.834211;12510;73.4615;73.1212;0;73.0968;73.1594;0
19-07-2019;11:01:10;1.19905;0.516823;1.31563;0.281224;0.778058;12510;73.4264;73.1594;0;73.0968;73.1594;0
19-07-2019;11:01:11;1.08598;0.475624;1.56771;0.285039;0.788891;12520;73.4615;73.1594;0;73.138;73.1212;0
19-07-2019;11:01:12;1.07118;0.497749;1.42824;0.292363;0.81178;12510;73.4264;73.1975;0;73.138;73.1212;0
19-07-2019;11:01:13;1.1429;0.497749;1.37911;0.295872;0.751659;12510;73.4615;73.1212;0;73.138;73.1945;0
19-07-2019;11:01:14;1.1429;0.502022;1.44335;0.295872;0.755169;12490;73.4264;73.1212;0;73.0968;73.1945;0
19-07-2019;11:01:15;0.992142;0.509346;1.24392;0.337682;0.687419;12490;73.4264;73.1212;0;73.0968;73.1594;0
19-07-2019;11:01:16;1.07851;0.49424;1.36446;0.322271;0.766461;12520;73.4264;73.1212;0;73.138;73.1594;0
19-07-2019;11:01:17;1.15404;0.509346;1.38338;0.30396;0.736248;12510;73.4264;73.1594;0;73.1731;73.1212;0
19-07-2019;11:01:18;1.10872;0.483101;1.2517;0.269627;0.77409;12500;73.4264;73.1594;0;73.0968;73.1212;0
19-07-2019;11:01:19;1.11223;0.471504;1.32296;0.285039;0.713817;12500;73.3883;73.1212;0;73.0968;73.1212;0
19-07-2019;11:01:20;1.0901;0.49424;1.36049;0.254826;0.755169;12510;73.4264;73.1212;0;73.138;73.1945;0
19-07-2019;11:01:21;1.22179;0.475624;1.30785;0.307469;0.702525;12520;73.3883;73.1212;0;73.0968;73.1594;0
19-07-2019;11:01:22;1.19905;0.505531;1.31563;0.341192;0.736248;12520;73.3883;73.1594;0;73.138;73.1212;0
19-07-2019;11:01:23;0.965896;0.490425;1.35286;0.300145;0.743572;12510;73.4264;73.1212;0;73.0968;73.1212;0
19-07-2019;11:01:24;1.02235;0.509346;1.31914;0.379187;0.758984;12490;73.3883;73.1594;0;73.0617;73.1594;0
19-07-2019;11:01:25;1.1429;0.531929;1.34936;0.292363;0.819104;12520;73.4264;73.0861;0;73.138;73.1212;0
19-07-2019;11:01:26;1.12383;0.48661;1.40963;0.292363;0.849012;12520;73.4264;73.0861;0;73.0968;73.1212;0
19-07-2019;11:01:27;1.14641;0.490425;1.31167;0.318761;0.717327;12520;73.4264;73.1212;0;73.0617;73.1594;0
19-07-2019;11:01:28;1.22927;0.502022;1.42061;0.292363;0.747845;12520;73.3883;73.0861;0;73.138;73.1212;0
19-07-2019;11:01:29;1.01503;0.531929;1.32647;0.330053;0.755169;12500;73.4264;73.1212;0;73.0617;73.0861;0
19-07-2019;11:01:30;0.977035;0.520638;1.38689;0.43183;0.76997;12510;73.3883;73.1212;0;73.0617;73.1212;0
19-07-2019;11:01:31;1.0901;0.48661;1.24743;0.333867;0.725414;12510;73.3883;73.0861;0;73.0968;73.0861;0
19-07-2019;11:01:32;0.97322;0.502022;1.26299;0.341192;0.661021;12500;73.3883;73.0861;0;73.0617;73.1212;0
19-07-2019;11:01:33;1.04143;0.52842;1.22881;0.288548;0.728923;12500;73.3883;73.1212;0;73.0968;73.1212;0
19-07-2019;11:01:34;1.04875;0.512856;1.41711;0.330053;0.732738;12510;73.3532;73.1212;0;73.0968;73.0861;0
19-07-2019;11:01:35;1.1313;0.505531;1.2517;0.295872;0.732738;12510;73.4264;73.0861;0;73.0617;73.1594;0
19-07-2019;11:01:36;1.03334;0.475624;1.41314;0.269627;0.781567;12510;73.3883;73.0861;0;73.0968;73.1594;0
19-07-2019;11:01:37;1.02983;0.52842;1.28542;0.322271;0.751659;12510;73.3883;73.1212;0;73.0617;73.1212;0
19-07-2019;11:01:38;1.1429;0.509346;1.17998;0.254826;0.728923;12520;73.3883;73.0861;0;73.0617;73.1212;0
19-07-2019;11:01:39;1.15755;0.497749;1.29274;0.273747;0.849012;12520;73.3883;73.1212;0;73.0617;73.0861;0
19-07-2019;11:01:40;1.16152;0.509346;1.33074;0.269627;0.860456;12510;73.3883;73.1594;0;73.0968;73.0861;0
19-07-2019;11:01:41;1.09361;0.49424;1.24392;0.273747;0.743572;12510;73.3883;73.0861;0;73.0617;73.1594;0
19-07-2019;11:01:42;1.15404;0.505531;1.2401;0.330053;0.717327;12510;73.3883;73.0861;0;73.0968;73.1212;0
19-07-2019;11:01:43;1.05226;0.535744;1.40551;0.288548;0.778058;12510;73.3532;73.0861;0;73.0617;73.1212;0
19-07-2019;11:01:44;1.19127;0.547036;1.30434;0.360113;0.758984;12510;73.3883;73.0861;0;73.0617;73.0861;0
19-07-2019;11:01:45;1.1165;0.531929;1.50347;0.352789;0.76997;12510;73.3532;73.1212;0;73.0617;73.0861;0
19-07-2019;11:01:46;1.05608;0.520638;1.37179;0.314946;0.70985;12510;73.3883;73.0434;0;73.0617;73.0861;0
19-07-2019;11:01:47;1.08248;0.505531;1.21019;0.330053;0.713817;12500;73.4264;73.0861;0;73.0617;73.0861;0
19-07-2019;11:01:48;0.999619;0.502022;1.2517;0.30396;0.721447;12510;73.3883;73.0861;0;73.022;73.1212;0
19-07-2019;11:01:49;1.05959;0.483101;1.28542;0.330053;0.713817;12500;73.3532;73.1212;0;73.0968;73.0861;0
19-07-2019;11:01:50;1.18044;0.516823;1.30434;0.273747;0.721447;12500;73.3532;73.0861;0;73.0617;73.0861;0
19-07-2019;11:01:51;1.10872;0.505531;1.37179;0.273747;0.732738;12490;73.3883;73.0861;0;73.0617;73.0861;0
19-07-2019;11:01:52;1.06386;0.535744;1.39071;0.330053;0.743572;12490;73.4264;73.0434;0;73.0968;73.0861;0
19-07-2019;11:01:53;1.16915;0.471504;1.38338;0.311437;0.70634;12510;73.3883;73.0861;0;73.0617;73.0861;0
19-07-2019;11:01:54;1.06737;0.531929;1.22118;0.307469;0.668803;12500;73.4264;73.0861;0;73.0617;73.1212;0
